id,bedrooms,price,number_of_reviews
6611098,2,60.00,4
13517278,1,61.00,3
6682335,4,250.00,1
11643273,0,85.00,24
9353727,2,220.00,2
2965812,2,130.00,11
16204076,1,48.00,13
11649293,3,149.00,3
3029452,3,120.00,17
13483998,4,125.00,1
11581747,1,70.00,5
13648578,2,225.00,0
16038331,1,70.00,2
12398998,3,120.00,0
8859281,1,79.00,1
3850766,0,95.00,194
6924518,4,125.00,3
17843664,4,275.00,0
4468318,4,177.00,8
2180810,1,85.00,0
1396840,1,110.00,6
10201214,4,335.00,10
12560490,4,200.00,1
5300166,1,105.00,86
8965583,3,183.00,16
8858276,1,89.00,1
4467898,3,190.00,6
